Category,Message
phishing,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705
legitimate,", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers,"
legitimate,S.i'm watching it in live..
legitimate,"see you then, we're all christmassy here!"
legitimate,"K I'm ready,  &lt;#&gt; ?"
legitimate,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
legitimate,The greatest test of courage on earth is to bear defeat without losing heart....gn tc
legitimate,what are your new years plans?
phishing,RECPT 1/3. You have ordered a Ringtone. Your order is being processed...
legitimate,Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!
legitimate,"Only just got this message, not ignoring you. Yes, i was. Shopping that is"
legitimate,Dear :-/ why you mood off. I cant drive so i brother to drive
legitimate,When did dad get back.
legitimate,"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand."
legitimate,Yes just finished watching days of our lives. I love it.
legitimate,Juz go google n search 4 qet...
legitimate,Many times we lose our best ones bcoz we are
legitimate,"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8"
legitimate,Just getting back home
legitimate,"Sorry, I'll call later  &lt;#&gt; mins"
legitimate,Dun need to use dial up juz open da browser n surf...
phishing,As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP
legitimate,"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit"
legitimate,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.
phishing,"For your chance to WIN a FREE Bluetooth Headset then simply reply back with ""ADP"""
legitimate,You also didnt get na hi hi hi hi hi
legitimate,Ya but it cant display internal subs so i gotta extract them
legitimate,If i said anything wrong sorry de:-)
legitimate,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
legitimate,How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.
legitimate,"Yeah I should be able to, I'll text you when I'm ready to meet up"
legitimate,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night
legitimate,"says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !"
legitimate,"When you get free, call me"
legitimate,How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already â¦
legitimate,Ok i msg u b4 i leave my house.
legitimate,Still at west coast... Haiz... Ã'll take forever to come back...
legitimate,MMM ... Fuck .... Merry Christmas to me
legitimate,alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...
legitimate,Update your face book status frequently :)
legitimate,Just now saw your message.it k da:)
legitimate,Was it something u ate?
legitimate,So what did the bank say about the money?
legitimate,Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...
legitimate,Hey they r not watching movie tonight so i'll prob b home early...
legitimate,Yar lor... How u noe? U used dat route too?
legitimate,2mro i am not coming to gym machan. Goodnight.
legitimate,Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks
legitimate,Can u look 4 me in da lib i got stuff havent finish yet.
legitimate,Sounds great! Im going to sleep now. Have a good night!
phishing,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324
legitimate,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
legitimate,How come u got nothing to do?
legitimate,Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love
legitimate,i want to grasp your pretty booty :)
legitimate,I've got it down to a tea. not sure which flavour
legitimate,I'm going 2 orchard now laready me reaching soon. U reaching?
legitimate,Dear i am not denying your words please
legitimate,You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm
legitimate,COME BACK TO TAMPA FFFFUUUUUUU
legitimate,"2 celebrate my bÂday, y else?"
legitimate,Merry christmas to u too annie!
legitimate,Please tell me you have some of that special stock you were talking about
legitimate,I sent them. Do you like?
phishing,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or Â£1000. To claim txt DIS to 87121 18+6*Â£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ"
legitimate,"Awesome, be there in a minute"
legitimate,"And that is the problem. You walk around in ""julianaland"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad."
legitimate,I've told you everything will stop. Just dont let her get dehydrated.
legitimate,Or I guess  &lt;#&gt;  min
legitimate,I'm home. Ard wat time will u reach?
legitimate,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@"
legitimate,"If you want to mapquest it or something look up ""usf dogwood drive"", that's the tiny street where the parking lot is"
legitimate,Aight should I just plan to come up later tonight?
legitimate,Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...
phishing,"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send ""go stop"" to 89123"
legitimate,This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.
legitimate,"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha."
legitimate,"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?"
legitimate,He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.
legitimate,Ranjith cal drpd Deeraj and deepak 5min hold
legitimate,CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X
legitimate,Hey u still at the gym?
legitimate,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
legitimate,Much better now thanks lol
legitimate,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting."
legitimate,"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester"
legitimate,Wa... U so efficient... Gee... Thanx...
phishing,3. You have received your mobile content. Enjoy
legitimate,S but not able to sleep.
phishing,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min
legitimate,We will meet soon princess! Ttyl!
legitimate,I'll pick you up at about 5.15pm to go to taunton if you still want to come.
legitimate,Oh :-)only 4 outside players allowed to play know
legitimate,I anything lor.
legitimate,Erutupalam thandiyachu
legitimate,"Y cant u try new invention to fly..i'm not joking.,"
legitimate,No..its ful of song lyrics..
legitimate,"What do u reckon as need 2 arrange transport if u can't do it, thanks"
legitimate,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.
legitimate,Shopping? Eh ger i toking abt syd leh...Haha
legitimate,What not under standing.
legitimate,have * good weekend.
legitimate,Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.
legitimate,Call me when you get the chance plz &lt;3
legitimate,The new deus ex game comin early next yr
legitimate,My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7
legitimate,"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!"
legitimate,Probably a couple hours tops
legitimate,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!"
legitimate,Man this bus is so so so slow. I think you're gonna get there before me
legitimate,Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.
legitimate,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade"
legitimate,Ok
phishing,"Latest Nokia Mobile or iPOD MP3 Player +Â£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.Â£1,50/Mtmsgrcvd18+"
phishing,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
legitimate,Nvm take ur time.
legitimate,So wat's da decision?
legitimate,Wot is u up 2 then bitch?
legitimate,Stupid.its not possible
legitimate,She told to hr that he want posting in chennai:)because i'm working here:)
